actor_1,actor_2,country,date_aired,episodes,genre,network,popularity,ranking,rating,tag,title,users,watchers
Yusuke Santamaria,Matsu Takako,Japan,"Jan 11, 2000 - Mar 21, 2000",11,"Comedy,  Romance",Fuji TV,99999,99999,6.6,"Older Man/Younger Woman, Multiple Couples, Character Development, Arranged Marriage",Omiai Kekkon,39,153
Kusanagi Tsuyoshi,Nakama Yukie,Japan,"Nov  3, 2010 - Nov  7, 2010",5,"Historical,  Drama,  Family,  War",TBS,7686,99999,8.3,"SMAP, Idol Actor",99-nen no Ai ~ Japanese Americans,89,338
Omori Nao,Shibata Kyohei,Japan,"Feb 17, 2007 - Mar 24, 2007",6,"Business,  Drama",NHK,99999,99999,7.9,,Hagetaka,32,119
Motoki Masahiro,Matsu Takako,Japan,"Jan 15, 2012 - Mar 18, 2012",10,"Historical,  Drama,  Investigation",TBS,99999,99999,8.4,"Yamazaki Toyoko, Adapted From A Novel, Okinawa, Based On True Story, Inspired By Real Person, Inspired By Real Events",Unmei no Hito,19,125
Hashimoto Atsushi,Ishida Miku,Japan,"Oct  3, 2006 - Dec 26, 2006",13,"Romance,  Drama,  Medical,  Melodrama",TV Tokyo,6986,99999,7.1,"Ignorant Male Lead, Adapted From A Book, High School, Male Chases Female First, Terminal Illness, First Love",Hanbun no Tsuki ga Noboru Sora,103,398
Seto Koji,Matsushita Nao,Japan,"Jul 26, 2011 - Aug 30, 2011",6,Drama,NHK,99999,99999,6.3,,Kurumi no Heya,37,150
Shinohara Ryoko,Kobayashi Satomi,Japan,"Apr 14, 2004 - Jun 23, 2004",11,"Life,  Family",NTV,6633,99999,8.3,"TOKIO, Autism, Adapted From A Manga, Idol Actor",Hikari to Tomo ni... - Jiheishou-ji wo Kakaete,89,438
Nagase Tomoya,Uchiyama Rina,Japan,"Oct 10, 2001 - Dec 12, 2001",10,Medical,TBS,99999,99999,6.8,"TOKIO, Idol Actor",Handoku,37,198
Kuroki Meisa,Tabe Mikako,Japan,"Jul 29, 2011 - Sep 23, 2011",9,"Suspense,  Drama",Fuji TV,2591,99999,7.0,"Honda Tetsuya, Adapted From A Novel",Jiu,577,1921
Mizukawa Asami,Shaku Yumiko,Japan,"Feb 23, 2009 - Feb 26, 2009",4,Romance,Fuji TV,99999,99999,6.4,,Ketsuekigatabetsu Onna ga Kekkon Suru Hoho,82,189
Omasa Aya,Park Yoo Chun,Japan,"Jun  4, 2010 - Sep  1, 2010",12,Romance,BeeTV,2993,99999,6.7,"Lovers From Different Countries, Child Abandonment, Miniseries, Enemies To Lovers, Web Series, Rich Male Lead",Beautiful Love: If You're Here,388,1545
Yonekura Ryoko,Shibata Rie,Japan,"Apr  9, 2002 - Jun 25, 2002",11,"Comedy,  Romance",Fuji TV,6668,99999,6.4,,Artificial Beauty,70,434
Iura Arata,Ito Atsushi,Japan,"Oct 18, 2010 - Dec 20, 2010",10,"Crime,  Drama",TV Tokyo,99999,99999,9.0,Adapted From A Manga,Mori no Asagao,1,78
Hashizume Isao,Sumida Takashi,Japan,"Apr  6, 2001 - Jun 20, 2001",11,"Romance,  Family",TBS,99999,99999,7.1,,Yome wa Mitsuboshi,7,43
Sorimachi Takashi,Yada Akiko,Japan,"Apr  3, 2003 - Jun 19, 2003",11,"Drama,  Family",TBS,99999,99999,7.8,Adapted From A Manga,Hotman,76,194
Naka Riisa,Mizobata Junpei,Japan,"May  3, 2008 - Jul 19, 2008",11,"Suspense,  Comedy,  Sports",Fuji TV,4849,99999,6.3,"Japanese Chess, Mind Sport",Hachi-One Diver,242,748
Sato Koichi,Miura Haruma,Japan,"Jul 21, 2011 - Sep 15, 2011",9,"Law,  Crime,  Drama",TV Asahi,4281,99999,7.2,,Hi wa Mata Noboru,330,911
Hamada Gaku,Seki Megumi,Japan,"Jul  4, 2011 - Sep 19, 2011",12,Suspense,NTV,99999,99999,7.0,,Piece Vote -Tohyo no Kakera-,18,88
Koyuki,Inagaki Goro,Japan,"Jan 20, 2008 - Mar 23, 2008",10,"Comedy,  Law",TBS,99999,99999,6.6,"SMAP, Idol Actor",Sasaki Fusai no Jingi Naki Tatakai,64,167
Mizuki Alisa,Nomura Shuhei,Japan,"Jul  6, 2010 - Aug  3, 2010",5,"Food,  Business,  Family",NHK,99999,99999,7.1,,Tenshi no Wakemae,73,182
Fujiwara Tatsuya,Hoshino Mari,Japan,"Apr 25, 2001 - Jun  1, 2001",10,"Romance,  Drama",NTV,99999,99999,6.5,Betrayal,Shin Hoshi no Kinka,27,87
Kamikawa Takaya,Osugi Ren,Japan,"Oct 17, 2010 - Nov 14, 2010",5,"Mystery,  Crime",WOWOW,7903,99999,7.6,,Marks no Yama,115,319
Ueto Aya,Kiritani Kenta,Japan,"Jul 12, 2011 - Sep 20, 2011",11,"Mystery,  Crime,  Detective,  Investigation",Fuji TV,5211,99999,7.8,"Kanjani 8, Organized Crime, Crime Solving, Police Officer, Undercover Agent, Police Procedural, Police",Zettai Reido 2,302,666
Fukada Kyoko,Watabe Atsuro,Japan,"Apr 17, 2002 - Jun 26, 2002",11,,TBS,99999,99999,6.4,"Forbidden Love, Student/Teacher Relationship, Love Triangle",First Love,77,243
Esumi Makiko,Ishihara Satomi,Japan,"Jul  6, 2011 - Sep 14, 2011",11,"Life,  Drama,  Medical,  Detective",NTV,6233,99999,7.4,"SMAP, Forensic, Doctor, Strong Female Lead, Idol Actor",Bull Doctor,202,487
Koike Teppei,Nishijima Takahiro,Japan,"Aug  1, 2011 - Oct 10, 2011",12,,BeeTV,8123,99999,7.7,,Shonan☆Natsukoi Monogatari,11,301
Nakama Yukie,Tanihara Shosuke,Japan,"Jul 17, 2011 - Sep 18, 2011",10,"Action,  Historical,  Romance,  Drama,  Political",NHK,3703,99999,7.3,"Eunuch, Edo Period, Cross-Dressing, Sibling Relationship, Power Struggle, Hidden Identity, Death, Hidden Relationship, Adapted From A Novel",Tempest,289,1131
Fukada Kyoko,Yoon Son Ha,Japan,"Jul  1, 2001 - Sep 28, 2001",8,"Comedy,  Romance",Fuji TV,99999,99999,6.5,,Fighting Girl,26,137
Kaneshiro Takeshi,Nakayama Miho,Japan,"Jan 10, 2000 - Mar 20, 2000",11,Romance,Fuji TV,99999,99999,6.7,,Nisennen no Koi,72,236
Matsushita Yuki,Fukada Kyoko,Japan,"Jul 14, 2005 - Sep 15, 2005",10,"Drama,  Family",TBS,99999,99999,6.9,,Shiawase ni Naritai!,47,130
Tsukamoto Takashi,Matsushita Nao,Japan,"Jun 14, 2008 - Jul 19, 2008",6,Drama,NHK,99999,99999,6.5,,Kansahojin,1,30
Ichikawa Mikako,Kobayashi Satomi,Japan,"Jun 12, 2003 - Sep 20, 2003",10,"Comedy,  Drama",NTV,99999,99999,8.4,Slice Of Life,Suika,54,165
Fujiki Naohito,Esumi Makiko,Japan,"Apr  9, 2001 - Jun 25, 2001",12,Romance,Fuji TV,6117,99999,7.3,,Love Revolution,223,503
Mizuki Alisa,Kanjiya Shihori,Japan,"Jul 10, 2011 - Sep 18, 2011",11,"Comedy,  Romance,  Family",TBS,4549,99999,7.0,"NEWS(Band), Adapted From A Manga, Idol Actor",Hanawake no Yon Shimai,403,823
Sato Megumi,Takezai Terunosuke,Japan,"Mar 12, 2007 - Jun  1, 2007",60,"Romance,  Drama",TBS,99999,99999,7.7,,Sand Chronicles,34,227
Kobayashi Katsuya,Sato Yuki,Japan,"Jun 30, 2008 - Sep 26, 2008",64,"Mystery,  Romance,  Drama",Fuji TV,99999,99999,2.5,,Shiro to Kuro,1,53
Eguchi Yosuke,Zaizen Naomi,Japan,"Apr 14, 2003 - Jun 30, 2003",12,"Comedy,  Romance",Fuji TV,99999,99999,6.6,,Tokyo Love Cinema,5,50
Fukada Kyoko,Furuta Arata,Japan,"Oct  7, 2003 - Dec  9, 2003",10,"Romance,  Drama,  Family",KTV,99999,99999,6.4,,Hakoiri Musume,4,38
Sakaguchi Kenji,Matsushita Nao,Japan,"Jan 18, 2009 - Mar 15, 2009",9,"Life,  Drama",TBS,99999,99999,6.8,,Honjitsu mo Hare. Ijo Nashi,36,109
Inoue Masahiro,Moriya Kanna,Japan,"Jan 25, 2009 - Aug 30, 2009",31,Tokusatsu,TV Asahi,3330,99999,7.2,,Kamen Rider Decade,684,1315
Kago Ai,Takahashi Ai,Japan,"Jun 22, 2004 - Sep  7, 2004",12,"Adventure,  Animals,  Life",NHK,99999,99999,7.1,,Minimoni's Bremen town Musicians,19,57
Hosoda Yoshihiko,Sakai Ayana,Japan,"Feb  3, 2007 - Mar 31, 2007",9,Fantasy,NTV,99999,99999,7.3,Adapted From A Manga,Hyakki Yakoushou,5,114
Katori Shingo,Kato Koji,Japan,"Jan  7, 2002 - Mar 18, 2002",11,"Friendship,  Family",Fuji TV,7049,99999,7.9,"SMAP, Idol Actor",Hito ni Yasashiku,120,392
Kusanagi Tsuyoshi,Karina,Japan,"Oct 10, 2006 - Dec 19, 2006",11,"Friendship,  Life,  Family",Fuji TV,7675,99999,8.2,"SMAP, Autism, Idol Actor",Boku no Aruku Michi,104,338
Nakai Masahiro,Takeuchi Yuko,Japan,"Jan 14, 2001 - Mar 18, 2001",10,Medical,TBS,99999,99999,7.6,"SMAP, Idol Actor",Shiroi Kage,42,103
Hirayama Aya,Sato Jiro,Japan,"Jul  1, 2005 - Sep 16, 2005",10,Comedy,TV Asahi,7790,99999,5.6,"Adapted From A Manga, Business",Haruka 17,154,328
Domoto Tsuyoshi,Uchiyama Rina,Japan,"Jul  6, 2003 - Sep 14, 2003",10,"Romance,  Life,  Drama",TBS,99999,99999,6.7,"Kinki Kids, Idol Actor",He Is My Ex-Boyfriend,95,233
Ueno Juri,Oda Yuji,Japan,"Apr 15, 2007 - Jun 24, 2007",11,Comedy,TBS,99999,99999,6.5,,Jodan ja nai!,64,165
Nakama Yukie,Kamikawa Takaya,Japan,"Jan  8, 2006 - Dec 10, 2006",49,"Historical,  Drama",NHK,99999,99999,7.7,"Shiba Ryotaro, Jidaigeki, Taiga, Sengoku Period",Komyo ga Tsuji,17,107
Satoi Kenta,Toda Keiko,Japan,"Oct 11, 2003 - Dec 13, 2003",10,"Comedy,  Romance",NTV,99999,99999,9.1,,Ashita Tenki ni Naare,3,63
Akanishi Jin,Fukada Kyoko,Japan,"Dec 13, 2004 - Dec 16, 2004",4,"Romance,  Life",NTV,6472,99999,5.6,"KAT-TUN, Christmas, Idol Actor",Xmas Nante Daikirai,232,458
Konishi Ryosei,Hijii Mika,Japan,"Oct  7, 2005 - Mar 31, 2006",25,"Tokusatsu,  Horror",TV Tokyo,3532,99999,8.0,"Superhero, Sword-fight, Rich Male Lead, Nudity, Magic, Antihero",GARO,531,1215
Toyokawa Etsushi,Ito Hideaki,Japan,"Apr 13, 2006 - Jun 29, 2006",12,"Mystery,  Comedy,  Law",TBS,99999,99999,6.8,,Bengoshi no Kuzu,77,210
Yoshioka Hidetaka,Shibasaki Ko,Japan,"Jul  3, 2003 - Sep 11, 2003",11,"Drama,  Medical",Fuji TV,7629,99999,8.0,"Strong Female Lead, Adapted From A Manga",Dr. Koto Shinryojo,144,343
Zaizen Naomi,Hara Sachie,Japan,"Apr 22, 2004 - Jun 24, 2004",10,Life,TV Asahi,99999,99999,8.5,,Denchi ga Kireru Made,17,74
Okada Yoshinori,Hiraiwa Kami,Japan,"Apr  1, 2007 - Jul  9, 2007",13,Comedy,TV Tokyo,99999,99999,,,Yukipon no Oshigoto,0,24
Endo Kenichi,Iketani Nobue,Japan,"Apr  3, 2009 - Jun 26, 2009",12,"Suspense,  Thriller,  Drama",TV Tokyo,99999,99999,5.5,,Yukemuri Sniper,3,26
Takashima Reiko,Ishida Miku,Japan,"Jul 10, 2008 - Sep  4, 2008",9,"Life,  Drama",TV Asahi,99999,99999,6.0,,Yottsu no Uso,11,50
Nakamura Toru,Kishitani Goro,Japan,"Mar 14, 2010 - Apr  4, 2010",4,"Suspense,  Mystery",WOWOW,99999,99999,7.8,Adapted From A Novel,Yokoyama Hideo Suspense: Season 1,5,90
Yamada Takayuki,Katase  Nana,Japan,"Oct 12, 2010 - Dec 14, 2010",9,"Crime,  Life,  Drama",TBS,7277,99999,7.9,"Miniseries, Adapted From A Manga",Yamikin Ushijima-kun,150,373
Inagaki Goro,Matsumoto Koshiro X,Japan,"Apr 14, 2002 - Jun 30, 2002",11,"Business,  Comedy",TBS,99999,99999,5.0,"SMAP, Idol Actor",Yoisho no Otoko,1,18
Fukada Kyoko,Ito Misaki,Japan,"Jul  5, 2007 - Sep 20, 2007",12,Comedy,Fuji TV,5593,99999,6.9,,Yama Onna Kabe Onna,304,592
Fujiki Naohito,Natsukawa Yui,Japan,"Apr 23, 2009 - Jun 18, 2009",9,"Crime,  Drama",TV Asahi,99999,99999,5.9,Adapted From A Novel,Yako no Kaidan,19,130
Atae Shinjiro,Nagasawa Nao,Japan,"Apr  3, 2006 - Jun 27, 2006",13,"Mystery,  Horror,  Crime",TV Tokyo,7715,99999,6.4,Adapted From A Manga,Psychic Detective Yakumo,35,334
Goto Risa,Kaito Ken,Japan,"Jan 13, 2007 - Mar 31, 2007",12,"Suspense,  Drama,  Mature",TV Tokyo,99999,99999,5.8,,Xenos,34,95
Aoi Yu,Nishijima Hidetoshi,Japan,"Jan 30, 2008 - Apr 16, 2008",12,"Comedy,  Drama",WOWOW,99999,99999,7.0,Anthology,Camouflage,35,121
Karina,Matsuoka Masahiro,Japan,"Jan 13, 2006 - Mar 24, 2006",11,"Mystery,  Drama",TBS,7831,99999,6.6,,YAOH - King of the Night,113,325
Matsushima Nanako,Tsutsumi Shinichi,Japan,"Oct  9, 2000 - Dec 31, 2000",11,"Comedy,  Romance,  Life,  Drama",Fuji TV,7099,99999,7.3,"Unlikely Romance, Life Lesson",Yamato Nadeshiko,145,388
Fukatsu Eri,Mizukawa Asami,Japan,"Jan  9, 2006 - Mar 20, 2006",11,"Adventure,  Comedy",Fuji TV,99999,99999,6.9,"SMAP, Journey To The West, Idol Actor",Saiyuuki,67,211
Ishida Takuya,Ichikawa Miwako,Japan,"Aug 11, 2009 - Sep 22, 2009",7,Medical,Fuji TV,99999,99999,7.5,,Emergency Room 24 Hours 4,14,65
Eguchi Yosuke,Matsuyuki Yasuko,Japan,"Jul  1, 2001 - Sep 28, 2001",12,Medical,Fuji TV,99999,99999,7.7,,Emergency Room 24 Hours 2,17,63
Eguchi Yosuke,Matsushima Nanako,Japan,"Jan 11, 2005 - Mar 22, 2005",11,Medical,Fuji TV,99999,99999,8.0,,Emergency Room 24 Hours 3,38,134
Sorimachi Takashi,Hasegawa Kyoko,Japan,"Apr 14, 2004 - Jun 29, 2004",12,Sports,Fuji TV,99999,99999,7.7,Baseball,Wonderful Life,56,131
Karasawa Toshiaki,Eguchi Yosuke,Japan,"Oct  9, 2003 - Mar 18, 2004",21,"Business,  Law,  Drama,  Medical,  Political",Fuji TV,6718,99999,8.8,"Yamazaki Toyoko, Adapted From A Novel, Successful Male Lead, Power Struggle, Corruption, Money And Fame, Strong Male Lead, Hospital, Surgeon, Infidelity",The Great White Tower,98,427
Matsumoto Jun,Suzuki Anne,Japan,"Jul 14, 2001 - Sep 15, 2001",9,"Suspense,  Mystery,  Detective",NTV,5013,99999,7.5,"Clueless Cop, Locked Room Mystery, Arashi, Smart Male Lead, Adapted From A Manga, Idol Actor",Kindaichi Shonen no Jikenbo 3,304,706
Odagiri Joe,Nagasawa Masami,Japan,"Apr 19, 2009 - Jun 28, 2009",11,"Drama,  Family",TBS,99999,99999,6.7,,Boku no Imoto,60,160
Kokubun Taichi,Sakurai Sho,Japan,"Aug 30, 2004 - Sep 30, 2004",20,"Life,  Drama,  Sci-Fi,  Family",NHK,7177,99999,7.7,"Higashino Keigo, Adapted From A Novel, TOKIO, Yorudora, Arashi, Father-Son Relationship, Terminal Illness, Time Travel, Idol Actor",Tokio,138,381
Yanagishita Tomo,Aikawa Juri,Japan,"Jul  9, 2007 - Sep 24, 2007",12,"Romance,  Life,  Drama,  Melodrama",TV Tokyo,4924,99999,6.5,Gay Character,Renai Shindan,281,730
Imai Tsubasa,Ikuta Toma,Japan,"Jul  6, 2001 - Sep 14, 2001",11,"Friendship,  Youth,  Drama",TBS,8474,99999,6.4,"Tackey & Tsubasa, V6, KAT-TUN, Idol Actor",Neverland,59,277
Matsuyuki Yasuko,Nakai Masahiro,Japan,"Jan 18, 2004 - Mar 28, 2004",11,"Thriller,  Crime",TBS,99999,99999,7.9,"SMAP, Nikkan Daily Sports Drama GP, Adapted From A Novel, Idol Actor",Suna no Utsuwa,60,224
Matsu Takako,Fujita Makoto,Japan,"Oct 17, 2006 - Dec 26, 2006",11,"Comedy,  Romance,  Life,  Drama",Fuji TV,99999,99999,7.5,,Yakusha Damashii,35,102
Yamamoto Yusuke,Ishihara Satomi,Japan,"Jan 13, 2007 - Feb 13, 2007",4,"Suspense,  Mystery,  School",TV Asahi,6360,99999,6.1,,Puzzle,161,470
Maki Yoko,Tanaka Naoki,Japan,"Feb  2, 2008 - Apr 19, 2008",11,"Comedy,  Life,  Supernatural",Fuji TV,5925,99999,7.0,"NEWS(Band), Soccer, Black Comedy, Miniseries, Death, Idol Actor, Family, Friendship",Loss:Time:Life,197,532
Kimura Takuya,Kitaoji Kinya,Japan,"Jan 14, 2007 - Mar 18, 2007",10,"Business,  Drama,  Family",TBS,4109,99999,8.3,"Yamazaki Toyoko, Adapted From A Novel, SMAP, Bank, Showa Era, Idol Actor, Business",Karei naru Ichizoku,334,972
Watabe Atsuro,Wakui Emi,Japan,"Sep 10, 2003 - Dec 10, 2003",10,"Romance,  Drama",TBS,99999,99999,6.3,,Koibumi - Watashitachi ga Aishita Otoko,17,87
Matsushita Yuya,Kojima Fujiko,Japan,"Jul  4, 2011 - Sep  2, 2011",45,"Drama,  Family",Tokai TV,99999,99999,7.0,,Asu no Hikari wo Tsukame 2,3,91
Tonooka Erica,Oohira Natsumi,Japan,"Jul  5, 2010 - Sep  3, 2010",45,"Psychological,  Romance,  School,  Drama,  Family",Tokai TV,99999,99999,6.3,,Asu no Hikari wo Tsukame,5,106
Oh Ji Ho,Han Chae Young,Japan,"Jan 27, 2012 - May  4, 2012",15,"Action,  Thriller,  Drama",WOWOW,99999,99999,7.5,,Strangers 6,10,209
Nakama Yukie,Wada Soko,Japan,"Jul  5, 2004 - Sep 13, 2004",11,"Romance,  Drama",Fuji TV,7488,99999,7.3,Adapted From A Novel,Tokyo Wankei,123,356
Fukada Kyoko,Tsukamoto Takashi,Japan,"Nov 21, 2010 - Jan 16, 2011",8,"Suspense,  Mystery",WOWOW,99999,99999,6.3,"Higashino Keigo, Adapted From A Novel",Genya,12,147
Toda Keiko,Yo Kimiko,Japan,"Aug 23, 2009 - Sep 27, 2009",6,Drama,WOWOW,99999,99999,7.6,,Mama wa Mukashi Papa datta,6,70
Kitamura Kazuki,Ueto Aya,Japan,"Jul  2, 2003 - Sep  3, 2003",10,"Life,  Family",TBS,99999,99999,7.0,,Hitonatsu no Papa e,85,239
Toyokawa Etsushi,Nakayama Miho,Japan,"Apr 15, 2001 - Jun 24, 2001",11,"Romance,  Life",TBS,99999,99999,6.8,"Editor, Writer, Arranged Marriage, Grandma-Grandson Relationship, Illustrator, Sibling Relationship, SMAP, Idol Actor",Love Story,56,191
Eikura Nana,Ogura Hisahiro,Japan,"Mar 31, 2008 - Sep 27, 2008",156,"Life,  Drama,  Family",NHK,99999,99999,7.3,"Morning Drama, Asadora, Dance",Hitomi,8,59
Iijima  Naoko,Uchimura Teruyoshi,Japan,"Jul  1, 2000 - Sep 30, 2000",12,"Romance,  Life,  Drama",Fuji TV,99999,99999,6.6,"TOKIO, Idol Actor",Bus Stop,29,93
Saitoh Takumi,Nagasawa Toshiya,Japan,"Oct  5, 2010 - Dec 21, 2010",11,"Action,  Adventure",TBS,99999,99999,7.3,Adapted From Video Game,Kurohyo Ryu ga Gotoku Shinsho,38,131
Inagaki Goro,Murakami Tomoko,Japan,"Apr 11, 2006 - Jun 27, 2006",12,"Comedy,  Romance,  Drama",Fuji TV,7300,99999,6.6,"SMAP, Ugly Female Lead, Based On Essay, Ugly Duckling, Soulmates, Opposites Attract, Show Business, Ex-girlfriend Comes Back, Idol Actor, Friendship",Busu no Hitomi ni Koishiteru,153,372
Nakamura Aoi,Sugimoto Yumi,Japan,"Jul 13, 2007 - Sep 28, 2007",12,"Comedy,  Romance,  School",TV Tokyo,6636,99999,5.8,"High School, Student, Adapted From A Manga",Boys Este,150,438
Kamikawa Takaya,Narimiya Hiroki,Japan,"Oct 16, 2007 - Dec 18, 2007",10,"Comedy,  Romance",Fuji TV,99999,99999,6.1,,Swan no Baka!,6,131
Kubota Masataka,Gamou Mayu,Japan,"Nov  2, 2009 - Dec 29, 2009",41,"Drama,  Family",Fuji TV,99999,99999,7.2,,Xmas no Kiseki,6,52
Yoshitaka Yuriko,Uehara Takuya,Japan,"Mar  7, 2008 - Apr 11, 2008",12,"Comedy,  Youth,  Drama",WOWOW,99999,99999,5.0,Adapted From A Manga,Konno-san to Asobo,28,86
Yamaguchi Tatsuya,Narumi Riko,Japan,"Jul 14, 2007 - Sep 22, 2007",10,"School,  Drama,  Family",NTV,99999,99999,7.0,"TOKIO, Idol Actor",Juken no Kamisama,53,161
Wada Masato,Abe Asami,Japan,"Oct  5, 2007 - Dec 21, 2007",12,,TV Tokyo,8799,99999,7.0,,Shigeshoshi,81,259
Shinohara Mai,Takahashi Hitomi,Japan,"Jan 19, 2008 - Feb 16, 2008",5,"Comedy,  Investigation",TV Asahi,99999,99999,6.1,,Fujoshi Deka,11,171
Ichikawa Ebizo XI,Yonekura Ryoko,Japan,"Jan  5, 2003 - Dec  7, 2003",49,"Historical,  Drama",NHK,99999,99999,7.4,"NEWS(Band), Yoshikawa Eiji, Taiga, Sengoku Period, Adapted From A Novel",Musashi,37,192
Yamada Maiko,Segawa Ryo,Japan,"Jun  1, 2009 - Aug 28, 2009",65,"Mystery,  Law,  Crime","Fuji TV, Tokai TV",99999,99999,6.5,,Natsu no Himitsu,5,58
Fukada Kyoko,Sainei Ryuji,Japan,"Apr 21, 2006 - Jun 23, 2006",10,"Mystery,  Comedy",TV Asahi,99999,99999,7.1,"Tsutsui Yasutaka, Adapted From A Novel",Fugoh Keiji Deluxe,101,228
Matsuyama Kenichi,Tabe Mikako,Japan,"Dec 26, 2006 - Dec 30, 2006",5,,NHK,99999,99999,7.5,,5 Minutes Ago,7,100
Mukai Osamu,Yokoyama Megumi,Japan,"Oct 11, 2009 - Nov 29, 2009",8,Drama,NHK,99999,99999,,,Mama-san Volley de Tsukamaete,0,41
Fukada Kyoko,Nakayama Megumi,Japan,"Jan 13, 2005 - Mar 17, 2005",10,"Mystery,  Comedy",TV Asahi,5833,99999,6.7,"Tsutsui Yasutaka, Adapted From A Novel",Fugoh Keiji,211,549
Toda Erika,Horikita Maki,Japan,"Nov 24, 2004 - Dec 22, 2004",4,"Romance,  School",Fuji TV,7727,99999,5.9,Division 1,Houkago,124,333
Fukada Kyoko,Domoto Koichi,Japan,"Oct 12, 2002 - Dec 14, 2002",10,"Mystery,  Crime",NTV,4567,99999,7.4,"Kinki Kids, Adapted From A Manga, Idol Actor",Remote,437,820
Tsuruta Mayu,Odagiri Joe,Japan,"Jul  4, 2002 - Sep 12, 2002",10,Romance,TV Asahi,7602,99999,7.6,,Satorare,163,346
Kiritani Mirei,Kurokawa Tomoka,Japan,"Apr 25, 2010 - Jun 13, 2010",8,Drama,TV Asahi,99999,99999,6.5,,Jotei Kaoruko,29,164
Oda Yuji,Yada Akiko,Japan,"Oct 11, 2004 - Dec 20, 2004",11,"Romance,  Life,  Drama",Fuji TV,6379,99999,7.4,"Neighbors, Illness, Nice Male Lead, Older Man/Younger Woman, Age Gap",Last Christmas,224,468
Kusanagi Tsuyoshi,Tanaka Rena,Japan,"Apr 20, 2008 - Jun 29, 2008",11,"Comedy,  Romance",TBS,6599,99999,7.0,"SMAP, Idol Actor",Ryokiteki na Kanojo,109,442
Kusanagi Tsuyoshi,Fujiwara Norika,Japan,"Oct 11, 2001 - Dec 20, 2001",11,"Comedy,  Romance",Fuji TV,7772,99999,7.1,"Salaryman, SMAP, Player Female Lead, Rich Female Lead, Film Industry, Calm Female Lead, Rich Woman/Poor Man, Calm Male Lead, Actor, Celebrity",Star no Koi,154,329
Mizuki Alisa,Mimura Rie,Japan,"Jan  9, 2008 - Mar 19, 2008",11,Family,NTV,6473,99999,7.3,,SAITO-san,158,458
Konishi Manami,Yamaguchi Sayaka,Japan,"Oct 16, 2008 - Dec 18, 2008",9,"Life,  Family,  Medical",TV Asahi,99999,99999,6.8,,Shoni Kyumei,23,58
Kanno Miho,Ito Atsushi,Japan,"Apr 12, 2007 - Jun 28, 2007",12,"Mystery,  Law,  School",Fuji TV,6084,99999,7.4,"Life Lesson, School Bullying, Suicide",Watashitachi no Kyokasho,202,508
Aibu Saki,Nishikido Ryo,Japan,"Jul  5, 2005 - Sep 13, 2005",10,"Romance,  Sports",KTV,4948,99999,6.6,"Kanjani 8, KAT-TUN, Idol Actor",Ganbatte Ikimasshoi,335,721
Sugimoto Tetta,Takahashi Keiko,Japan,"Apr  3, 2001 - Jun  5, 2001",10,"Historical,  Horror",NHK,99999,99999,7.6,"Yumemakura Baku, Curse, Adapted From A Manga",Onmyouji,3,33
Toda Erika,Tanaka Kei,Japan,"Aug 30, 2006 - Sep 20, 2006",4,"Romance,  Life,  Drama",Fuji TV,8609,99999,6.1,,Mo Hitotsu no Sugar & Spice,126,270
Aiba Hiroki,Yanagi  Kotaro,Japan,"Jan  8, 2008 - Mar 25, 2008",12,"Comedy,  School",TV Tokyo,3525,99999,6.3,,Tadashii Ouji no Tsukurikata,572,1219
Toda Erika,Ishihara Satomi,Japan,"Feb 26, 2007 - Mar  1, 2007",4,"Life,  Drama",Fuji TV,5396,99999,7.3,,Tsubasa no Oreta Tenshitachi 2,320,628
Moriguchi Yoko,Kato Kazuki,Japan,"Jan  5, 2010 - Apr  2, 2010",63,"Friendship,  Mystery,  Comedy,  Life,  Drama",Tokai TV,8828,99999,8.1,Host Club,Indigo no Yoru,34,257
Horikita Maki,Ueno Juri,Japan,"Feb 27, 2006 - Mar  2, 2006",4,"Life,  Drama",Fuji TV,4041,99999,7.2,Adapted From A Novel,Tsubasa no Oreta Tenshitachi,478,993
Konishi Manami,Wentz Eiji,Japan,"Jan 11, 2007 - Mar 22, 2007",11,"Comedy,  Romance,  Medical",TBS,99999,99999,6.2,Trainee Doctor,Kirakira Kenshui,39,131
Ayase Haruka,Tamaki Hiroshi,Japan,"Jan 17, 2008 - Mar 20, 2008",10,"Animals,  Drama,  Fantasy",Fuji TV,6644,99999,6.8,Teacher,Shikaotoko Aoniyoshi,206,437
Shida Mirai,Sasaki Kuranosuke,Japan,"Oct 15, 2010 - Dec 10, 2010",9,"Suspense,  Romance,  Drama,  Family,  Fantasy",TV Asahi,6194,99999,7.1,"Spirit Possession, Possessed",Himitsu,203,492
Yuki,Shaku Yumiko,Japan,"Apr 23, 2009 - Jul 16, 2009",13,"Suspense,  Psychological",YTV,6526,99999,7.0,,LOVE GAME,61,450
Hara Sachie,Ito Misaki,Japan,"Oct 17, 2002 - Dec 12, 2002",9,"Action,  Comedy",TV Asahi,7990,99999,6.8,"Police Officer, Adapted From A Manga",You're Under Arrest,126,310
Maki Yoko,Matsumoto Rio,Japan,"Jun  3, 2005",5,"Comedy,  Romance",Fuji TV,4253,99999,6.8,,Tokyo Friends,471,920
Eikura Nana,Kanno Miho,Japan,"Jul 11, 2006 - Sep 19, 2006",11,"Friendship,  Romance,  Youth,  Sports",Fuji TV,7112,99999,6.1,"TOKIO, NEWS(Band), Idol Actor",Dance Drill,190,387
